length	gccontent
MEF2A	5004	0.413868904876099
MEF2AP1	853	0.42672919109027
MEF2B	685	0.623357664233577
MEF2BNB-MEF2B	3189	0.574474756977109
MEF2C	8408	0.374286393910561
MEF2C-AS1	5622	0.395055140519388
MEF2D	6400	0.57
MEFV	3499	0.560731637610746
MEGF10	9009	0.429237429237429
MEGF11	9126	0.511067280298049
MEGF6	6917	0.679485326008385
MEGF8	11167	0.636697412017552
MEGF9	6433	0.436965645888388
MEI1	5360	0.537873134328358
MEIG1	1266	0.424960505529226
MEIOB	2132	0.403377110694184
MEIS1	8241	0.427132629535251
MEIS2	4726	0.491112991959374
MELK	2792	0.437320916905444
MEMO1	1086	0.576427255985267
MEMO1P1	1396	0.447707736389685
MEN1	4240	0.600943396226415
MEOX1	2326	0.544711951848667
MEP1A	2892	0.474066390041494
MEP1B	2309	0.428757037678649
MEPCE	3351	0.615040286481647
MERTK	4977	0.460116536065903
MESDC1	3048	0.662729658792651
MESDC2	4447	0.479199460310322
MESP1	2369	0.599409033347404
MESP2	1604	0.658977556109726
MEST	4446	0.48110661268556
MESTP1	991	0.49949545913219
MET	7378	0.437110328002169
METAP1	3646	0.414152495885902
METAP1D	4917	0.455358958714663
METAP2	3506	0.392755276668568
METRN	1103	0.745240253853128
METRNL	1326	0.678733031674208
METTL1	1825	0.556712328767123
METTL10	3712	0.370150862068966
METTL12	1364	0.541055718475073
METTL13	3843	0.498829039812646
METTL14	2446	0.404742436631235
METTL15	5499	0.372431351154755
METTL15P1	1045	0.415311004784689
METTL16	5760	0.478993055555556
METTL17	1466	0.534788540245566
METTL18	1487	0.388029589778077
METTL20	5145	0.420991253644315
METTL21A	6796	0.507651559741024
METTL21AP1	635	0.469291338582677
METTL21B	2736	0.490497076023392
METTL22	1552	0.572164948453608
METTL23	1108	0.509025270758123
METTL25	1968	0.411585365853659
METTL2A	2519	0.456530369194125
METTL2B	6758	0.450133175495709
METTL3	1610	0.517391304347826
METTL4	3693	0.385323585161116
METTL5	2241	0.427487728692548
METTL6	5033	0.428968805881184
METTL7A	3390	0.441002949852507
METTL7B	1483	0.552258934592043
METTL8	4112	0.431420233463035
METTL9	3256	0.432739557739558
MEX3B	3445	0.535268505079826
MEX3C	3781	0.46416291986247
MEX3D	2765	0.670886075949367
MFAP1	2373	0.446270543615676
MFAP1P1	1255	0.540239043824701
MFAP2	2963	0.616267296658792
MFAP3	7061	0.415097011754709
MFAP3L	8384	0.419608778625954
MFAP5	2882	0.39764052741152
MFF	6114	0.388125613346418
MFGE8	2011	0.602187966185977
MFHAS1	6883	0.542060148191196
MFI2	8097	0.623564283067803
MFI2-AS1	843	0.586002372479241
MFN1	5957	0.392479435957697
MFN2	4978	0.540377661711531
MFNG	3044	0.597568988173456
MFSD1	5093	0.426271352837228
MFSD10	3159	0.669199113643558
MFSD11	2506	0.460893854748603
MFSD12	2964	0.652159244264507
MFSD2A	3987	0.540506646601455
MFSD2B	3974	0.567186713638651
MFSD3	1525	0.680655737704918
MFSD4	5570	0.491921005385996
MFSD5	2143	0.577228184787681
MFSD6	5845	0.42874251497006
MFSD6L	2106	0.5997150997151
MFSD7	2503	0.660007990411506
MFSD8	4778	0.368145667643365
MFSD9	4367	0.481566292649416
MGA	12185	0.432170701682396
MGAT1	5817	0.586384734399175
MGAT2	241	0.755186721991701
MGAT3	5457	0.603261865493861
MGAT4A	9472	0.383445945945946
MGAT4B	5390	0.629684601113173
MGAT5	8578	0.495803217533225
MGAT5B	4925	0.638984771573604
MGC10955	923	0.487540628385699
MGEA5	8716	0.422670949977054
MGLL	10056	0.541666666666667
MGME1	2268	0.445767195767196
MGMT	3557	0.530222097272983
MGP	661	0.452344931921331
MGRN1	6473	0.620114321025799
MGST1	1139	0.398595258999122
MGST2	2930	0.465529010238908
MGST3	3953	0.462433594738174
MIA2	2570	0.363424124513619
MIA3	10044	0.408701712465153
MIAT	9221	0.513935581824097
MIB1	9576	0.376670843776107
MIB2	8767	0.666362495722596
MICAL1	6597	0.596028497802031
MICAL2	4176	0.541906130268199
MICAL3	3323	0.54258200421306
MICALL1	5968	0.61578418230563
MICALL2	8843	0.634852425647405
MICU1	2870	0.461324041811847
MICU2	3639	0.393514701841165
MICU3	4606	0.344550586191924
MIDN	2309	0.670853183196189
MIEF1	7508	0.505993606819393
MIEF2	2891	0.612590799031477
MIEN1	1200	0.619166666666667
MIER1	8223	0.354858324212574
MIER2	2762	0.639391745112238
MIER3	5656	0.36987270155587
MIF	422	0.677725118483412
MIF4GD	1264	0.572784810126582
MIIP	2821	0.638780574264445
MINA	4980	0.443373493975904
MINK1	4705	0.612964930924548
MINOS1	3256	0.476658476658477
MINOS1P3	203	0.492610837438424
MINPP1	2538	0.441686367218282
MIOS	6818	0.403490759753593
MIOX	1796	0.584075723830735
MIP	2004	0.509481037924152
MIPEP	3323	0.466145049653927
MIPEPP1	2027	0.42920572274297
MIPEPP3	171	0.60233918128655
MIR103A2	78	0.448717948717949
MIR1227	88	0.693181818181818
MIR1238	83	0.686746987951807
MIR1249	66	0.651515151515151
MIR1254-1	97	0.505154639175258
MIR1255B1	2651	0.364013579781215
MIR1261	82	0.426829268292683
MIR138-1	99	0.585858585858586
MIR143HG	3899	0.530392408309823
MIR1469	47	0.851063829787234
MIR146A	2202	0.427338782924614
MIR155HG	1535	0.377198697068404
MIR17HG	931	0.419978517722879
MIR181A1HG	1698	0.404004711425206
MIR181A2HG	662	0.413897280966767
MIR181B1	110	0.445454545454545
MIR1908	80	0.8
MIR1913	80	0.6375
MIR194-2	1767	0.596491228070175
MIR197	81	0.641975308641975
MIR199A1	71	0.507042253521127
MIR21	72	0.486111111111111
MIR210	110	0.727272727272727
MIR210HG	1965	0.583206106870229
MIR219-2	97	0.56701030927835
MIR22HG	1270	0.431496062992126
MIR25	84	0.630952380952381
MIR27A	78	0.602564102564103
MIR29A	2523	0.432421720174396
MIR301B	78	0.525641025641026
MIR302B	396	0.295454545454545
MIR3150A	2886	0.481635481635482
MIR320E	67	0.507462686567164
MIR339	94	0.734042553191489
MIR342	99	0.494949494949495
MIR34A	110	0.509090909090909
MIR3916	1465	0.380204778156997
MIR423	75	0.493333333333333
MIR4426	466	0.429184549356223
MIR4435-1HG	4281	0.486334968465312
MIR4458HG	933	0.442658092175777
MIR4461	290	0.420689655172414
MIR4500HG	2533	0.399131464666403
MIR570	97	0.371134020618557
MIR589	99	0.626262626262626
MIR590	97	0.350515463917526
MIR600HG	5689	0.538231675162595
MIR614	90	0.6
MIR621	96	0.552083333333333
MIR631	75	0.613333333333333
MIR635	98	0.438775510204082
MIR636	84	0.785714285714286
MIR637	99	0.616161616161616
MIR638	100	0.81
MIR639	27	0.851851851851852
MIR642A	97	0.54639175257732
MIR645	94	0.563829787234043
MIR659	97	0.536082474226804
MIR760	80	0.6375
MIR93	80	0.6
MIR933	77	0.662337662337662
MIR937	68	0.691176470588235
MIR939	70	0.757142857142857
MIRLET7A1	80	0.425
MIRLET7D	87	0.482758620689655
MIRLET7DHG	1287	0.41025641025641
MIRLET7I	85	0.541176470588235
MIS12	2505	0.396806387225549
MIS18A	1723	0.433546140452699
MIS18BP1	6107	0.372359587358769
MISP	2864	0.629539106145251
MITD1	4043	0.393767004699481
MITF	7221	0.40603794488298
MIXL1	1250	0.5744
MKI67	12807	0.480830795658624
MKKS	3182	0.406662476429918
MKL1	4322	0.576584914391485
MKL2	10017	0.43905360886493
MKLN1	11823	0.371733062674448
MKLN1-AS	2707	0.458810491318803
MKNK1	6749	0.484664394725144
MKNK2	3774	0.619766825649179
MKNK2P1	628	0.539808917197452
MKRN1	5869	0.492588175157608
MKRN2	2735	0.481901279707495
MKRN3	2711	0.49538915529325
MKRN7P	1223	0.485690923957482
MKS1	2395	0.541544885177453
MLANA	3083	0.414531300681155
MLC1	4316	0.575532900834106
MLEC	6349	0.494408568278469
MLF1	3675	0.372244897959184
MLF2	1541	0.581440622972096
MLH1	3481	0.466245331801207
MLH3	7896	0.415653495440729
MLIP	6944	0.414746543778802
MLK4	7916	0.461091460333502
MLK7-AS1	2622	0.395499618611747
MLKL	2535	0.497830374753452
MLLT1	1931	0.657172449508027
MLLT10	6844	0.428696668614845
MLLT11	3599	0.502639622117255
MLLT3	8028	0.380916791230693
MLLT4	13472	0.441062945368171
MLLT4-AS1	2362	0.539373412362405
MLLT6	12070	0.566611433305717
MLNR	1390	0.670503597122302
MLPH	7514	0.519829651317541
MLST8	2088	0.65948275862069
MLTK	13148	0.407134164891999
MLX	2045	0.555012224938875
MLXIP	5627	0.592678158876844
MLXIPL	4815	0.618899273104881
MLYCD	2193	0.585955312357501
MMAA	7554	0.387079692877945
MMAB	4134	0.514997581035317
MMACHC	3713	0.494209534069486
MMADHC	1644	0.389294403892944
MMD	2723	0.407271391847227
MMD2	2510	0.553784860557769
MME	9373	0.398164941854262
MMEL1	3393	0.608900677866195
MMP11	4958	0.608914885034288
MMP14	3726	0.589103596349973
MMP15	4250	0.659529411764706
MMP16	11595	0.364812419146184
MMP17	2411	0.68726669431771
MMP19	2543	0.534014942980731
MMP2	4058	0.559142434696895
MMP20	1956	0.442229038854806
MMP24	3599	0.619060850236177
MMP24-AS1	2798	0.529664045746962
MMP25	3218	0.650714729645743
MMP28	2844	0.59774964838256
MMP7	1070	0.44018691588785
MMP8	3065	0.41141924959217
MMP9	2336	0.623715753424658
MMRN1	5510	0.378947368421053
MMRN2	4440	0.572072072072072
MMS19	5861	0.52943183757038
MMS22L	21793	0.354288074152251
MN1	7693	0.605615494605485
MNAT1	2635	0.366982922201139
MND1	1513	0.420356906807667
MNDA	2059	0.37639630888781
MNS1	2023	0.386060306475531
MNT	4996	0.614291433146517
MNX1	3107	0.654972642420341
MNX1-AS1	1041	0.63016330451489
MNX1-AS2	374	0.564171122994652
MOAP1	2416	0.490480132450331
MOB1A	3955	0.373957016434893
MOB1B	8602	0.343524761683329
MOB2	1545	0.605825242718447
MOB3A	3364	0.583234244946492
MOB3B	6481	0.42246566887826
MOB3C	5916	0.554428668018932
MOB4	4296	0.386638733705773
MOBP	6013	0.462497921170797
MOCOS	6160	0.476298701298701
MOCS1	4321	0.557509835686184
MOCS2	5925	0.37704641350211
MOCS3	2458	0.508543531326281
MOGAT2	1380	0.560869565217391
MOGS	3234	0.599876314162028
MOK	9461	0.496987633442554
MON1A	4525	0.582762430939227
MON1B	6027	0.500414800066368
MON2	10463	0.384880053521934
MORC1	3764	0.374867162592986
MORC2	4690	0.480383795309168
MORC2-AS1	2474	0.518593371059014
MORC3	5068	0.369573796369376
MORF4	971	0.429454170957775
MORF4L1	2458	0.417005695687551
MORF4L1P1	967	0.437435367114788
MORN1	4300	0.576744186046512
MORN2	864	0.429398148148148
MORN3	1154	0.572790294627383
MORN4	3110	0.497106109324759
MOSPD3	1726	0.615874855156431
MOV10	6364	0.554054054054054
MOXD1	5293	0.419044020404308
MPC1	1528	0.424738219895288
MPC2	2079	0.411736411736412
MPDU1	1703	0.565472695243688
MPDZ	8609	0.416889301893367
MPEG1	4364	0.472731439046746
MPG	1208	0.649834437086093
MPHOSPH10	4461	0.421430172607039
MPHOSPH6	1103	0.383499546690843
MPHOSPH8	4735	0.44350580781415
MPHOSPH9	3713	0.387018583355777
MPI	3227	0.541369693213511
MPL	2131	0.596902862505866
MPLKIP	948	0.491561181434599
MPND	1645	0.649240121580547
MPO	3320	0.588855421686747
MPP2	5875	0.585531914893617
MPP5	5356	0.388722927557879
MPP6	4804	0.408617818484596
MPP7	6115	0.387408013082584
MPPE1	1780	0.569101123595506
MPPED1	4893	0.57388105456775
MPRIP	8419	0.581304192897019
MPRIPP1	2401	0.610995418575593
MPST	6754	0.54841575362748
MPV17	4653	0.516011175585644
MPV17L	2309	0.488523170203551
MPZ	2154	0.564066852367688
MPZL1	7069	0.444617343330033
MPZL2	2936	0.376362397820164
MPZL3	3934	0.411286222674123
MR1	3838	0.463262115685253
MRAP2	2153	0.456107756618672
MRAS	6315	0.512272367379256
MRC2	5983	0.636971419020558
MRE11A	5268	0.373576309794989
MREG	2576	0.449922360248447
MRFAP1	2655	0.531073446327684
MRFAP1L1	2180	0.449082568807339
MRGBP	1636	0.550122249388753
MRGPRX2	2033	0.464338416133792
MRI1	2908	0.539889958734525
MRM1	1847	0.628045479155387
MROH1	5828	0.628345916266301
MROH3P	2625	0.52
MROH4P	848	0.60377358490566
MROH5	4130	0.609443099273608
MROH6	3251	0.683482005536758
MROH7	9234	0.547866580030323
MROH8	3731	0.49343339587242
MRP63	2246	0.484861976847729
MRP63P7	258	0.554263565891473
MRPL1	1943	0.40555841482244
MRPL10	2764	0.519898697539797
MRPL11	1685	0.503857566765579
MRPL13	4207	0.377703826955075
MRPL14	956	0.554393305439331
MRPL15	1191	0.461796809403862
MRPL16	1178	0.50848896434635
MRPL17	2366	0.468300929839391
MRPL18	1375	0.501818181818182
MRPL19	4469	0.396509286193779
MRPL2	2166	0.506925207756233
MRPL20	2121	0.553512494106554
MRPL20P1	433	0.547344110854504
MRPL21	998	0.55310621242485
MRPL22	5267	0.379343079551927
MRPL22P1	623	0.467094703049759
MRPL23	2907	0.626418988648091
MRPL23-AS1	1791	0.647124511446119
MRPL24	1695	0.539823008849557
MRPL27	3027	0.462504129501156
MRPL28	2902	0.628532046864232
MRPL3	2703	0.411394746577876
MRPL30	401	0.301745635910224
MRPL32	3510	0.380911680911681
MRPL33	1243	0.432019308125503
MRPL34	968	0.551652892561983
MRPL35	3727	0.398712100885431
MRPL35P2	511	0.426614481409002
MRPL36	1394	0.609038737446198
MRPL37	2066	0.543562439496612
MRPL38	3507	0.609067579127459
MRPL39	1199	0.421184320266889
MRPL3P1	1033	0.440464666021297
MRPL4	2404	0.618552412645591
MRPL40	1965	0.583715012722646
MRPL41	1262	0.719492868462758
MRPL42	2042	0.340352595494613
MRPL42P2	426	0.382629107981221
MRPL42P3	326	0.417177914110429
MRPL43	2254	0.548358473824312
MRPL44	1523	0.468811556139199
MRPL45	1704	0.464788732394366
MRPL45P1	914	0.459518599562363
MRPL45P2	1612	0.361042183622829
MRPL47	1246	0.389245585874799
MRPL48	1290	0.462790697674419
MRPL48P1	636	0.45125786163522
MRPL49	2000	0.5525
MRPL50	3332	0.349639855942377
MRPL50P4	475	0.412631578947368
MRPL51	675	0.514074074074074
MRPL51P2	376	0.460106382978723
MRPL52	1301	0.524980784012298
MRPL53	736	0.5
MRPL53P1	296	0.493243243243243
MRPL54	622	0.607717041800643
MRPL55	1886	0.592788971367975
MRPL9	1516	0.464379947229551
MRPL9P1	613	0.507340946166395
MRPS10	2110	0.41563981042654
MRPS11	1862	0.511278195488722
MRPS11P1	522	0.522988505747126
MRPS12	1132	0.604240282685512
MRPS14	2243	0.405260811413286
MRPS15	2916	0.482853223593964
MRPS16	2379	0.477931904161412
MRPS16P1	412	0.492718446601942
MRPS16P2	421	0.513064133016627
MRPS17	1574	0.501270648030496
MRPS18A	680	0.579411764705882
MRPS18AP1	237	0.548523206751055
MRPS18BP2	759	0.484848484848485
MRPS18C	3088	0.376619170984456
MRPS2	2110	0.627014218009479
MRPS21	1445	0.488581314878893
MRPS21P2	264	0.473484848484849
MRPS21P6	295	0.501694915254237
MRPS22	5009	0.440806548213216
MRPS23	906	0.456953642384106
MRPS24	2613	0.507845388442403
MRPS25	4186	0.494505494505495
MRPS26	1127	0.634427684117125
MRPS27	6358	0.42623466498899
MRPS28	1640	0.435365853658537
MRPS30	6202	0.381006127055788
MRPS31	1963	0.403464085583291
MRPS31P2	518	0.436293436293436
MRPS33	1818	0.462596259625963
MRPS33P3	322	0.419254658385093
MRPS34	1045	0.644019138755981
MRPS35	1866	0.406216505894962
MRPS36	1559	0.403463758819756
MRPS36P1	307	0.407166123778502
MRPS5	6169	0.471875506565083
MRPS5P3	1288	0.487577639751553
MRPS6	3886	0.411219763252702
MRPS6P2	370	0.451351351351351
MRPS7	1270	0.538582677165354
MRPS9	1745	0.422922636103152
MRRF	2932	0.460095497953615
MRS2	4086	0.426089084679393
MRTO4	2808	0.560897435897436
MRVI1	6440	0.517080745341615
MRVI1-AS1	536	0.563432835820896
MS4A1	3509	0.380165289256198
MS4A12	1157	0.426966292134831
MS4A13	923	0.409534127843987
MS4A14	3474	0.417674150834773
MS4A15	1959	0.581929555895865
MS4A4A	1607	0.405724953329185
MS4A6A	2207	0.412777526053466
MS4A6E	702	0.423076923076923
MS4A7	3006	0.39354624085163
MS4A8	1390	0.484892086330935
MSANTD1	7362	0.577967943493616
MSANTD2	2381	0.480470390592188
MSANTD2P1	1368	0.478801169590643
MSANTD3	3144	0.469783715012723
MSANTD4	4086	0.413607440039158
MSC	1699	0.61153619776339
MSH2	4599	0.431398130028267
MSH3	4392	0.398451730418944
MSH6	5045	0.483250743310208
MSI1	2950	0.591186440677966
MSI2	3241	0.488738043813638
MSL1	4339	0.481216870246601
MSL2	5095	0.442590775269872
MSL3P1	2278	0.449517120280948
MSLN	2194	0.659070191431176
MSLNL	3104	0.664948453608247
MSMB	1860	0.459677419354839
MSMO1	2892	0.393499308437068
MSNP1	1732	0.523672055427252
MSR1	7812	0.381976446492576
MSRA	3692	0.470205850487541
MSRB1	2157	0.587389893370422
MSRB1P1	342	0.532163742690059
MSRB2	2052	0.487816764132554
MSRB3	4343	0.439788164862998
MSS51	2421	0.479553903345725
MST1	4711	0.609000212269157
MST1P2	4224	0.606534090909091
MST1R	4923	0.590290473288645
MSTO1	3963	0.528387585162756
MSTO2P	2832	0.528248587570621
MSX1	2120	0.588207547169811
MT1E	994	0.583501006036217
MT1F	443	0.539503386004515
MT1X	544	0.514705882352941
MT2A	786	0.629770992366412
MT3	665	0.661654135338346
MTA1	5461	0.646035524629189
MTA2	3060	0.554248366013072
MTA3	10060	0.491351888667992
MTAP	6466	0.403185895453139
MTAPP1	819	0.380952380952381
MTAPP2	832	0.467548076923077
MTATP6P1	634	0.441640378548896
MTATP8P1	161	0.372670807453416
MTATP8P2	204	0.397058823529412
MTBP	8026	0.363194617493147
MTCH1	3126	0.576455534229047
MTCH2	2628	0.429984779299848
MTCO1P3	192	0.473958333333333
MTCYBP4	251	0.466135458167331
MTDH	4514	0.45680106335844
MTERF	4510	0.376053215077605
MTERFD1	1801	0.409217101610217
MTERFD2	4867	0.485514690774604
MTERFD3	1775	0.402253521126761
MTF1	3412	0.502051582649472
MTF2	5916	0.369675456389452
MTFMT	2745	0.452459016393443
MTFP1	810	0.595061728395062
MTFR1	4043	0.383626020281969
MTFR1L	5744	0.525766016713092
MTFR2	1806	0.43078626799557
MTG1	4916	0.575874694873881
MTG2	5213	0.551122194513716
MTHFD1	3245	0.49306625577812
MTHFD1L	4945	0.5051567239636
MTHFD2	3655	0.444049247606019
MTHFD2L	9819	0.374579896119768
MTHFD2P1	2709	0.419342930970838
MTHFD2P4	1025	0.425365853658537
MTHFD2P5	1048	0.452290076335878
MTHFD2P6	1022	0.454990215264188
MTHFD2P7	983	0.472024415055951
MTHFR	8713	0.567083668082176
MTHFS	926	0.476241900647948
MTHFSD	3151	0.55315772770549
MTIF2	3376	0.438388625592417
MTIF3	1424	0.466994382022472
MTL5	5163	0.486538834011234
MTMR10	4348	0.403633854645814
MTMR11	4570	0.510065645514223
MTMR12	5545	0.442200180342651
MTMR14	3656	0.548413566739606
MTMR2	6122	0.4171839268213
MTMR3	9790	0.499591419816139
MTMR4	5829	0.488763081145994
MTMR6	5694	0.377063575693713
MTMR7	5184	0.414158950617284
MTMR9	6950	0.411079136690647
MTMR9LP	2961	0.612968591691996
MTND1P14	950	0.406315789473684
MTND1P23	372	0.443548387096774
MTND1P4	415	0.375903614457831
MTND2P11	648	0.390432098765432
MTND2P21	1042	0.371401151631478
MTND2P28	1044	0.431034482758621
MTND4P12	1370	0.443795620437956
MTND4P14	1354	0.378138847858198
MTND4P23	1355	0.379335793357934
MTND5P11	1812	0.444812362030905
MTND5P12	1449	0.446514837819186
MTND5P13	1079	0.405004633920297
MTND5P28	1584	0.396464646464646
MTND6P19	524	0.402671755725191
MTND6P3	538	0.395910780669145
MTND6P4	522	0.417624521072797
MTNR1A	1289	0.588052754072925
MTO1	11965	0.430589218554116
MTOR	11899	0.50155475250021
MTPAP	6756	0.424363528715216
MTPN	2108	0.427893738140417
MTR	11394	0.451553449183781
MTRF1	3870	0.400258397932817
MTRF1L	3666	0.38379705400982
MTRR	6246	0.433557476785143
MTSS1	7136	0.48122197309417
MTSS1L	4977	0.64376130198915
MTTP	5296	0.403134441087613
MTURN	5918	0.462318350794187
MTUS1	11733	0.428193982783602
MTUS2	8023	0.517138227595663
MTX1	2563	0.590323839250878
MTX2	1717	0.432731508444962
MTX3	7557	0.36125446605796
MUC1	2695	0.617068645640074
MUC12	16926	0.550868486352357
MUC13	3496	0.448798627002288
MUC15	3330	0.360960960960961
MUC16	36198	0.489944195811923
MUC19	14322	0.446166736489317
MUC2	8634	0.617211026175585
MUC20	7982	0.510147832623403
MUC3A	4142	0.533558667310478
MUC4	21329	0.57067841905387
MUC5AC	3681	0.636240152132573
MUC6	8003	0.615894039735099
MUL1	2436	0.566091954022989
MUM1	4216	0.587998102466793
MURC	2615	0.429445506692161
MUS81	2585	0.606189555125725
MUT	3749	0.388370232061883
MUTYH	3065	0.565742251223491
MVB12A	1249	0.646116893514812
MVB12B	7884	0.550989345509893
MVD	1823	0.656061437191443
MVK	2074	0.608968177434908
MVP	2877	0.610705596107056
MX1	8456	0.523533585619678
MX2	8983	0.490148057441835
MXD1	3537	0.43652813118462
MXD3	3070	0.63485342019544
MXD4	7058	0.604703882119581
MXI1	4438	0.457187922487607
MXRA7	5978	0.524255603880897
MXRA8	3385	0.670605612998523
MYADM	3252	0.584563345633456
MYADML2	2362	0.633784928027096
MYB	4182	0.44285031085605
MYBBP1A	3548	0.615558060879369
MYBL1	7118	0.408541725203709
MYBL2	2656	0.596385542168675
MYBPC2	3598	0.577821011673152
MYBPC3	4217	0.608252312070192
MYBPH	1805	0.612742382271468
MYBPHL	1789	0.541084404695361
MYC	2995	0.54424040066778
MYCBP	2638	0.447308567096285
MYCBP2	15762	0.439474685953559
MYCBPAP	6221	0.531265069924449
MYCL	4836	0.552109181141439
MYD88	3989	0.540235648032088
MYEF2	4665	0.390139335476956
MYEOV	2286	0.575240594925634
MYEOV2	2039	0.594899460519863
MYF6	1288	0.488354037267081
MYH10	8911	0.475928627538997
MYH11	6490	0.551463790446841
MYH13	6022	0.523746263699768
MYH14	6911	0.636810881203878
MYH15	7694	0.445931894983104
MYH16	4107	0.530801071341612
MYH2	6002	0.495001666111296
MYH3	6016	0.516622340425532
MYH6	6095	0.576538146021329
MYH7	6101	0.57400426159646
MYH7B	7895	0.608613046231792
MYH8	6011	0.478456163699884
MYH9	9781	0.578366220222881
MYL12A	1229	0.449145646867372
MYL12B	1761	0.537194775695627
MYL2	825	0.533333333333333
MYL3	1360	0.586764705882353
MYL4	949	0.558482613277134
MYL5	3585	0.649651324965132
MYL6	754	0.537135278514589
MYL6B	1021	0.590597453476983
MYL6P1	453	0.571743929359823
MYL6P2	434	0.539170506912442
MYL6P3	432	0.502314814814815
MYL6P4	453	0.492273730684327
MYL9	1199	0.612176814011676
MYLIP	3033	0.464556544675239
MYLK	21936	0.482813639679066
MYLK2	2976	0.598118279569892
MYLK3	2765	0.580470162748644
MYLK4	5643	0.446570972886762
MYLK-AS1	847	0.527744982290437
MYLPF	668	0.57934131736527
MYNN	3149	0.406160685932042
MYO10	13987	0.479731178951884
MYO15A	11158	0.580749238214734
MYO16	8595	0.479930191972077
MYO16-AS1	580	0.475862068965517
MYO18A	6712	0.59326579261025
MYO18B	8625	0.57495652173913
MYO19	5542	0.561349693251534
MYO1A	4213	0.525041538096368
MYO1B	9736	0.410332785538209
MYO1C	5089	0.594222833562586
MYO1D	5090	0.505304518664047
MYO1E	5108	0.496280344557557
MYO1F	4294	0.595016301816488
MYO1G	8653	0.587426326129666
MYO1H	4698	0.457002979991486
MYO3A	8188	0.404005862237421
MYO3B	7540	0.443899204244032
MYO5A	12831	0.431455069752942
MYO5B	9489	0.460744019390874
MYO5C	6631	0.442618006333886
MYO6	8785	0.393739328400683
MYO7A	10216	0.584377447141738
MYO7B	9496	0.610467565290649
MYO9A	12625	0.425425742574257
MYO9B	7541	0.600583476992441
MYOCD	8175	0.442813455657492
MYOF	9038	0.466806815667183
MYOM1	5770	0.493934142114385
MYOM2	7062	0.515576323987539
MYOM3	8445	0.549674363528715
MYOT	2685	0.390316573556797
MYOZ1	1541	0.54445165476963
MYOZ2	2597	0.350404312668464
MYOZ3	4984	0.531500802568218
MYPN	6718	0.468740696635904
MYPOP	1883	0.659054699946893
MYRF	6180	0.604692556634304
MYRIP	5716	0.488628411476557
MYSM1	8938	0.358805101812486
MYT1	5597	0.542612113632303
MYT1L	12156	0.486837775584074
MZB1	2273	0.580730312362516
MZF1	2847	0.659992975061468
MZT1	2433	0.338676531031648
MZT2A	4093	0.596384070364036
MZT2B	1000	0.645
N4BP1	7104	0.508868243243243
N4BP2	9765	0.359037378392217
N4BP2L1	4449	0.403461452011688
N4BP2L2	7450	0.373825503355705
N4BP3	6080	0.614144736842105
N6AMT1	4865	0.43617677286742
N6AMT2	1752	0.459474885844749
NAA11	2701	0.442428730099963
NAA15	9698	0.392039595792947
NAA16	5867	0.386057610363048
NAA20	2376	0.509259259259259
NAA25	5822	0.386980419099966
NAA30	4475	0.405139664804469
NAA35	3645	0.43923182441701
NAA38	6210	0.387600644122383
NAA40	3340	0.543712574850299
NAA50	3902	0.393131727319323
NAA60	2882	0.604788341429563
NAAA	3945	0.455006337135615
NAALAD2	3185	0.392464678178964
NAALADL1	2944	0.606317934782609
NAALADL2	8687	0.369172326464833
NAALADL2-AS2	1038	0.332369942196532
NAB1	4704	0.410289115646259
NAB2	2646	0.63567649281935
NABP1	5672	0.392806770098731
NABP2	2218	0.547339945897205
NACA	6968	0.548794489092997
NACA2	122	0.385245901639344
NACA3P	753	0.438247011952191
NACAD	4917	0.635550132194427
NACAP1	1555	0.468810289389068
NACAP2	624	0.434294871794872
NACC1	4487	0.635613995988411
NACC2	6177	0.599158167395176
NADK	5672	0.592031029619182
NADK2	4885	0.401228249744115
NADK2-AS1	720	0.383333333333333
NADSYN1	2428	0.584843492586491
NAE1	1944	0.407407407407407
NAF1	4808	0.405782029950083
NAGA	3603	0.544546211490425
NAGK	8537	0.513763617195736
NAGLU	2780	0.638848920863309
NAGPA	2069	0.626389560173997
NAGS	2069	0.636056065732238
NAIF1	4593	0.561724363161332
NALCN	8097	0.446832160059281
NAMPT	9049	0.379047408553431
NAMPTL	2514	0.346857597454256
NANOGNB	907	0.400220507166483
NANOGP5	872	0.470183486238532
NANOS1	4008	0.487025948103792
NANOS2	1562	0.597311139564661
NANOS3	946	0.627906976744186
NANP	3854	0.391281785158277
NANS	4500	0.482666666666667
NAP1L1	5115	0.359335288367546
NAP1L1P3	880	0.378409090909091
NAP1L4	4162	0.495194617972129
NAP1L4P1	1157	0.423509075194468
NAP1L4P3	1147	0.375762859633827
NAP1L5	1950	0.437435897435897
NAPA	1748	0.597254004576659
NAPB	5234	0.401031715705006
NAPEPLD	7578	0.399841646872526
NAPG	3711	0.389382915656157
NAPRT1	2837	0.673246387028551
NAPSA	1391	0.595255212077642
NAPSB	1341	0.595824011931394
NARF	2234	0.585496866606983
NARFL	1858	0.617868675995694
NARG2	7209	0.379941739492301
NARG2P1	1849	0.399675500270416
NARG2P2	2787	0.36670254754216
NARS	2926	0.425495557074504
NARS2	2196	0.455373406193078
NASP	6292	0.449618563254927
NAT1	3168	0.410037878787879
NAT10	4040	0.517079207920792
NAT14	1313	0.67022086824067
NAT16	3927	0.610898905016552
NAT6	1940	0.612886597938144
NAT8L	5803	0.636394968119938
